# Weather station Whyalla (airport), Australia, WMO_ID=95664,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95664&lang=en
#
"Local time in Whyalla (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.06.2019 16:30";"13.0";"770.9";"771.8";"-0.2";"46";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"22.06.2019 14:30";"13.7";"770.8";"771.7";"-1.5";"48";"Wind blowing from the south-east";"3";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"2.9";"No precipitation";"6";"";"";"";"";
"22.06.2019 13:30";"13.4";"771.1";"772.0";"-2.0";"46";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";
"22.06.2019 11:30";"12.9";"772.3";"773.2";"-0.4";"44";"Wind blowing from the north-northeast";"3";"";"";"100%.";" ";"";"";"8.2";"";"";"";"2500 or more, or no clouds.";"";"";"";"1.0";"";"";"";"";"";"";
"22.06.2019 10:30";"11.6";"773.1";"774.0";"1.1";"57";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"22.06.2019 08:30";"9.0";"772.7";"773.6";"1.5";"75";"Wind blowing from the north-northwest";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"4.8";"No precipitation";"24";"";"";"";"";
"22.06.2019 07:30";"8.5";"772.0";"772.9";"1.2";"76";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"22.06.2019 05:30";"9.4";"771.2";"772.1";"0.2";"68";"Wind blowing from the north-northwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"3.8";"";"";"";"";"";"";
"22.06.2019 04:30";"10.7";"770.8";"771.7";"-0.5";"61";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"22.06.2019 02:30";"9.8";"771.0";"771.9";"-0.3";"71";"Wind blowing from the east-northeast";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"4.8";"No precipitation";"6";"";"";"";"";
"22.06.2019 01:30";"8.4";"771.3";"772.2";"-0.3";"81";"Wind blowing from the north-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"21.06.2019 23:30";"9.4";"771.3";"772.2";"-0.4";"79";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"15.6";"";"";"2000-2500";"";"";"";"5.9";"";"";"";"";"";"";
"21.06.2019 22:30";"10.1";"771.6";"772.5";"0.3";"74";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"21.06.2019 20:30";"12.0";"771.7";"772.6";"0.8";"68";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"6.3";"No precipitation";"6";"";"";"";"";
"21.06.2019 19:30";"12.1";"771.3";"772.2";"0.7";"58";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"21.06.2019 17:30";"13.5";"770.9";"771.8";"0.5";"49";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"3.0";"";"";"";"";"";"";
"21.06.2019 16:30";"14.5";"770.6";"771.5";"-0.1";"50";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"21.06.2019 14:30";"15.4";"770.4";"771.3";"-1.0";"38";"Wind blowing from the north-northeast";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"1.2";"No precipitation";"6";"";"";"";"";
"21.06.2019 13:30";"15.1";"770.7";"771.6";"-1.2";"41";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";
"21.06.2019 11:30";"14.3";"771.4";"772.3";"0.0";"45";"Wind blowing from the north";"5";"";"";"100%.";" ";"";"";"4.2";"";"";"";"2000-2500";"";"";"";"2.5";"";"";"";"";"";"";
"21.06.2019 10:30";"13.9";"771.9";"772.8";"1.2";"45";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.2";"";"";"";"";"";"";
"21.06.2019 08:30";"9.4";"771.4";"772.3";"1.4";"73";"Wind blowing from the north";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"4.8";"No precipitation";"24";"";"";"";"";
"21.06.2019 07:30";"7.1";"770.7";"771.6";"1.1";"84";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"21.06.2019 05:30";"6.7";"770.0";"770.9";"0.4";"88";"Wind blowing from the north-northwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"4.9";"";"";"";"";"";"";
"21.06.2019 04:30";"7.8";"769.6";"770.5";"0.1";"80";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"21.06.2019 02:30";"7.8";"769.6";"770.5";"0.1";"84";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"5.3";"No precipitation";"6";"";"";"";"";
"21.06.2019 01:30";"7.1";"769.5";"770.4";"0.2";"86";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"20.06.2019 23:30";"4.6";"769.5";"770.4";"0.5";"87";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"15.4";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"20.06.2019 22:30";"6.1";"769.3";"770.2";"0.3";"86";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"20.06.2019 20:30";"9.1";"769.0";"769.9";"0.3";"75";"Wind blowing from the west-northwest";"2";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"4.9";"No precipitation";"6";"";"";"";"";
"20.06.2019 19:30";"11.1";"769.0";"769.9";"0.9";"74";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"20.06.2019 17:30";"12.8";"768.7";"769.6";"0.8";"57";"Wind blowing from the north";"3";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"4.3";"";"";"";"";"";"";
"20.06.2019 16:30";"14.0";"768.1";"769.0";"0.1";"48";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"20.06.2019 14:30";"14.9";"767.9";"768.8";"-1.0";"42";"Wind blowing from the north";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"2.1";"No precipitation";"6";"";"";"";"";
"20.06.2019 13:30";"14.8";"768.0";"768.9";"-1.6";"41";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"20.06.2019 11:30";"14.4";"768.9";"769.8";"-0.7";"45";"Wind blowing from the north-northwest";"6";"";"";"100%.";" ";"";"";"2.3";"";"";"";"1500-2000";"";"";"";"2.6";"";"";"";"";"";"";
"20.06.2019 10:30";"13.1";"769.6";"770.5";"0.3";"49";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"20.06.2019 08:30";"8.7";"769.6";"770.5";"0.8";"68";"Wind blowing from the north-northwest";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"3.1";"No precipitation";"24";"";"";"";"";
"20.06.2019 07:30";"3.4";"769.3";"770.2";"0.8";"85";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"20.06.2019 05:30";"3.7";"768.8";"769.7";"0.1";"82";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"20.06.2019 04:30";"4.0";"768.5";"769.4";"-0.2";"80";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"20.06.2019 02:30";"4.2";"768.7";"769.6";"-0.3";"85";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"No precipitation";"6";"";"";"";"";
"20.06.2019 01:30";"5.1";"768.7";"769.6";"-0.5";"81";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"19.06.2019 23:30";"4.7";"769.0";"769.9";"-0.3";"86";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"14.0";"";"";"2000-2500";"";"";"";"2.6";"";"";"";"";"";"";
"19.06.2019 22:30";"6.5";"769.2";"770.1";"0.0";"83";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"19.06.2019 20:30";"6.6";"769.3";"770.2";"0.6";"85";"Wind blowing from the north-northwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"4.3";"No precipitation";"6";"";"";"";"";
"19.06.2019 19:30";"8.3";"769.2";"770.1";"0.7";"75";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"19.06.2019 17:30";"10.8";"768.7";"769.6";"0.2";"66";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"19.06.2019 16:30";"12.5";"768.5";"769.4";"-0.7";"62";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"19.06.2019 14:30";"13.0";"768.5";"769.4";"-1.6";"50";"Wind blowing from the east-northeast";"2";"";"";"50%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"2.8";"No precipitation";"6";"";"";"";"";
"19.06.2019 13:30";"13.5";"769.2";"770.1";"-1.7";"50";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"19.06.2019 11:30";"13.4";"770.1";"771.0";"-0.4";"58";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"3.0";"";"";"";"1500-2000";"";"";"";"5.3";"";"";"";"";"";"";
"19.06.2019 10:30";"12.0";"770.9";"771.8";"1.0";"76";"Wind blowing from the east-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"19.06.2019 08:30";"8.1";"770.5";"771.4";"1.1";"93";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"7.0";"0.4";"24";"";"";"";"";
"19.06.2019 07:30";"5.6";"769.9";"770.8";"0.9";"96";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"19.06.2019 05:30";"4.6";"769.4";"770.3";"0.2";"96";"Wind blowing from the north-northwest";"3";"";"";"60%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"4.0";"";"";"";"";"";"";
"19.06.2019 04:30";"4.1";"769.0";"769.9";"-0.3";"97";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"19.06.2019 02:30";"3.0";"769.2";"770.1";"-0.2";"97";"Wind blowing from the north-west";"3";"";"";"60%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1500-2000";"";"";"";"2.6";"0.2";"6";"";"";"";"";
"19.06.2019 01:30";"3.6";"769.3";"770.2";"-0.3";"95";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"18.06.2019 23:30";"5.0";"769.4";"770.3";"-0.1";"95";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"Precipitation";"";"13.5";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"18.06.2019 22:30";"4.7";"769.6";"770.5";"0.5";"95";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"18.06.2019 20:30";"6.3";"769.5";"770.4";"0.7";"91";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"No precipitation";"6";"";"";"";"";
"18.06.2019 19:30";"7.8";"769.1";"770.0";"0.6";"85";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"18.06.2019 17:30";"10.4";"768.8";"769.7";"0.3";"78";"Wind blowing from the south";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"6.7";"";"";"";"";"";"";
"18.06.2019 16:30";"12.0";"768.5";"769.4";"0.2";"71";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"18.06.2019 14:30";"11.7";"768.5";"769.4";"-0.5";"76";"Wind blowing from the south";"5";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"7.6";"0.2";"6";"";"";"";"";
"18.06.2019 13:30";"12.9";"768.3";"769.2";"-1.0";"66";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"18.06.2019 11:30";"13.0";"769.0";"769.9";"0.5";"68";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"Precipitation";"5.7";"";"";"";"1000-1500";"";"";"";"7.2";"";"";"";"";"";"";
"18.06.2019 10:30";"11.0";"769.3";"770.2";"1.7";"83";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"18.06.2019 08:30";"8.5";"768.5";"769.4";"1.7";"83";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"5.8";"0.2";"24";"";"";"";"";
"18.06.2019 07:30";"7.2";"767.6";"768.5";"1.3";"87";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"18.06.2019 05:30";"6.3";"766.8";"767.7";"0.6";"89";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"18.06.2019 04:30";"7.7";"766.3";"767.2";"0.7";"86";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"18.06.2019 02:30";"9.3";"766.2";"767.1";"0.7";"86";"Wind blowing from the west-southwest";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"7.1";"No precipitation";"6";"";"";"";"";
"18.06.2019 01:30";"11.1";"765.6";"766.5";"0.4";"83";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"17.06.2019 23:30";"11.3";"765.5";"766.4";"0.2";"79";"Wind blowing from the west-northwest";"3";"";"";"100%.";" ";"";"";"";"16.6";"";"";"600-1000";"";"";"";"7.8";"";"";"";"";"";"";
"17.06.2019 22:30";"11.5";"765.2";"766.1";"0.1";"74";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"17.06.2019 20:30";"10.9";"765.3";"766.2";"0.5";"77";"Wind blowing from the north-northwest";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"7.0";"No precipitation";"6";"";"";"";"";
"17.06.2019 19:30";"11.8";"765.1";"766.0";"0.2";"73";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"17.06.2019 17:30";"12.5";"764.8";"765.7";"-0.2";"68";"Wind blowing from the north";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"6.8";"";"";"";"";"";"";
"17.06.2019 16:30";"15.4";"764.9";"765.8";"-0.5";"47";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"17.06.2019 14:30";"16.0";"765.0";"765.9";"-1.2";"43";"Wind blowing from the north-west";"7";"";"";"10%  or less, but not 0";" ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"3.4";"0.2";"6";"";"";"";"";
"17.06.2019 13:30";"15.0";"765.4";"766.3";"-1.7";"54";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"17.06.2019 11:30";"15.2";"766.2";"767.1";"-0.7";"70";"Wind blowing from the north-west";"5";"";"";"100%.";" ";"";"";"5.1";"";"";"";"1500-2000";"";"";"";"9.8";"";"";"";"";"";"";
"17.06.2019 10:30";"14.0";"767.1";"768.0";"0.4";"77";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"17.06.2019 08:30";"9.9";"766.9";"767.8";"0.7";"94";"Wind blowing from the north-northwest";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"9.0";"No precipitation";"24";"";"";"";"";
"17.06.2019 07:30";"7.0";"766.7";"767.6";"0.7";"98";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"17.06.2019 05:30";"5.4";"766.2";"767.1";"0.0";"97";"Wind blowing from the north-northwest";"2";"";"";"50%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"5.0";"";"";"";"";"";"";
"17.06.2019 04:30";"5.3";"766.0";"766.9";"-0.3";"96";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"17.06.2019 02:30";"5.9";"766.2";"767.1";"-0.4";"94";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"No precipitation";"6";"";"";"";"";
"17.06.2019 01:30";"6.6";"766.3";"767.2";"-0.5";"93";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"16.06.2019 23:30";"6.4";"766.6";"767.5";"0.0";"93";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"18.1";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"16.06.2019 22:30";"7.3";"766.8";"767.7";"0.6";"90";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"16.06.2019 20:30";"8.0";"766.6";"767.5";"0.9";"88";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"No precipitation";"6";"";"";"";"";
"16.06.2019 19:30";"10.5";"766.2";"767.1";"1.1";"83";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"16.06.2019 17:30";"12.2";"765.7";"766.6";"0.9";"75";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"16.06.2019 16:30";"15.2";"765.1";"766.0";"0.2";"68";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"16.06.2019 14:30";"17.8";"764.8";"765.7";"-0.6";"46";"Wind blowing from the north";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"6.0";"No precipitation";"6";"";"";"";"";
"16.06.2019 13:30";"16.5";"764.9";"765.8";"-1.1";"58";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"16.06.2019 11:30";"16.1";"765.4";"766.3";"-0.2";"52";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"7.1";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"16.06.2019 10:30";"14.6";"766.0";"766.9";"0.7";"62";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"16.06.2019 08:30";"12.1";"765.6";"766.5";"1.3";"71";"Wind blowing from the north-northwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"7.0";"No precipitation";"24";"";"";"";"";
"16.06.2019 07:30";"8.3";"765.3";"766.2";"1.7";"82";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"16.06.2019 05:30";"8.7";"764.3";"765.2";"0.1";"81";"Wind blowing from the north-west";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"5.6";"";"";"";"";"";"";
"16.06.2019 04:30";"8.7";"763.6";"764.5";"-0.9";"81";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"16.06.2019 02:30";"8.7";"764.2";"765.1";"-0.6";"83";"Wind blowing from the north-northwest";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"6.0";"No precipitation";"6";"";"";"";"";
"16.06.2019 01:30";"7.1";"764.5";"765.4";"-0.4";"89";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"15.06.2019 23:30";"8.6";"764.8";"765.7";"-0.2";"84";"Wind blowing from the west-northwest";"4";"";"";"100%.";" ";"";"";"";"18.4";"";"";"2000-2500";"";"";"";"6.1";"";"";"";"";"";"";
"15.06.2019 22:30";"9.8";"764.9";"765.8";"0.1";"79";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"15.06.2019 20:30";"10.0";"765.0";"765.9";"0.5";"78";"Wind blowing from the north-northwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"6.3";"No precipitation";"6";"";"";"";"";
"15.06.2019 19:30";"11.5";"764.8";"765.7";"0.6";"73";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"15.06.2019 17:30";"12.5";"764.5";"765.4";"0.2";"67";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"6.5";"";"";"";"";"";"";
"15.06.2019 16:30";"17.2";"764.2";"765.1";"-0.7";"44";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"15.06.2019 14:30";"17.7";"764.3";"765.2";"-1.4";"40";"Wind blowing from the north-west";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"3.9";"No precipitation";"6";"";"";"";"";
"15.06.2019 13:30";"18.0";"764.9";"765.8";"-1.4";"42";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"15.06.2019 11:30";"17.8";"765.7";"766.6";"-0.6";"45";"Wind blowing from the north-northwest";"6";"";"";"10%  or less, but not 0";" ";"";"";"4.5";"";"";"";"1500-2000";"";"";"";"5.7";"";"";"";"";"";"";
"15.06.2019 10:30";"15.2";"766.3";"767.2";"0.5";"69";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"15.06.2019 08:30";"9.5";"766.3";"767.2";"0.7";"92";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"0.2";"24";"";"";"";"";
"15.06.2019 07:30";"5.6";"765.8";"766.7";"0.4";"97";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"15.06.2019 05:30";"4.7";"765.6";"766.5";"-0.1";"94";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"15.06.2019 04:30";"7.3";"765.4";"766.3";"-0.2";"95";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"15.06.2019 02:30";"6.5";"765.7";"766.6";"0.0";"92";"Calm, no wind";"0";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"5.3";"0.2";"6";"";"";"";"";
"15.06.2019 01:30";"7.8";"765.6";"766.5";"-0.2";"90";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"14.06.2019 23:30";"7.8";"765.7";"766.6";"0.0";"91";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"Precipitation";"";"18.8";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"14.06.2019 22:30";"8.5";"765.8";"766.7";"0.3";"90";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"14.06.2019 20:30";"9.6";"765.7";"766.6";"0.6";"86";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"No precipitation";"6";"";"";"";"";
"14.06.2019 19:30";"11.4";"765.5";"766.4";"0.8";"80";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
