# Weather station Taree (airport), Australia, WMO_ID=95784,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95784&lang=en
#
"Local time in Taree (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"23.03.2019 05:00";"15.3";"760.0";"760.7";"0.3";"100";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"23.03.2019 03:00";"16.0";"759.6";"760.3";"-1.2";"100";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"23.03.2019 02:00";"16.6";"759.7";"760.5";"-1.0";"99";"Wind blowing from the north-northeast";"1";"";"";"50%.";" ";"Precipitation";"Precipitation";"";"";"";"";"Less than  50";"";"";"0.3";"16.4";"7.0";"6";"";"";"";"";
"23.03.2019 00:00";"18.1";"760.8";"761.5";"-1.7";"99";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.9";"";"";"";"";"";"";
"22.03.2019 23:00";"18.0";"760.7";"761.5";"-1.1";"100";"Wind blowing from the north";"2";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"";"Precipitation";"";"27.6";"";"";"1500-2000";"";"";"";"18.0";"";"";"";"";"";"";
"22.03.2019 21:00";"22.3";"762.5";"763.3";"2.0";"88";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.2";"";"";"";"";"";"";
"22.03.2019 20:00";"23.1";"761.8";"762.6";"1.8";"83";"Calm, no wind";"0";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"20.1";"No precipitation";"6";"";"";"";"";
"22.03.2019 18:00";"23.3";"760.5";"761.2";"0.9";"79";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.5";"";"";"";"";"";"";
"22.03.2019 17:00";"24.3";"760.0";"760.8";"-0.2";"74";"Wind blowing from the east";"4";"";"";"40%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"19.4";"";"";"";"";"";"";
"22.03.2019 15:00";"26.0";"759.6";"760.3";"-1.6";"63";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.4";"";"";"";"";"";"";
"22.03.2019 14:00";"26.6";"760.2";"760.9";"-1.4";"61";"Wind blowing from the east-southeast";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"18.5";"No precipitation";"6";"";"";"";"";
"22.03.2019 12:00";"26.3";"761.2";"762.0";"-1.0";"60";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.9";"";"";"";"";"";"";
"22.03.2019 11:00";"26.1";"761.6";"762.4";"-0.7";"61";"Wind blowing from the east-northeast";"3";"";"";"60%.";"No significant weather observed. ";"";"";"17.8";"";"";"";"600-1000";"";"";"";"18.0";"";"";"";"";"";"";
"22.03.2019 09:00";"23.7";"762.2";"763.0";"0.6";"68";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.4";"";"";"";"";"";"";
"22.03.2019 08:00";"21.4";"762.3";"763.1";"0.9";"86";"Wind blowing from the west-northwest";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"19.0";"0.2";"24";"";"";"";"";
"22.03.2019 06:00";"17.9";"761.6";"762.4";"0.6";"100";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.9";"";"";"";"";"";"";
"22.03.2019 05:00";"18.3";"761.4";"762.2";"0.3";"100";"Wind blowing from the west-southwest";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"18.3";"";"";"";"";"";"";
"22.03.2019 03:00";"19.0";"761.0";"761.8";"-0.5";"99";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.8";"";"";"";"";"";"";
"22.03.2019 02:00";"18.9";"761.1";"761.8";"-0.5";"95";"Wind blowing from the west-northwest";"1";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"18.1";"No precipitation";"6";"";"";"";"";
"22.03.2019 00:00";"20.5";"761.5";"762.4";"-0.3";"92";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.2";"";"";"";"";"";"";
"21.03.2019 23:00";"20.9";"761.6";"762.4";"0.1";"88";"Wind blowing from the west-northwest";"3";"";"";"";"No significant weather observed. ";"";"";"";"27.7";"";"";"";"";"";"";"18.8";"";"";"";"";"";"";
"21.03.2019 21:00";"21.7";"761.8";"762.7";"1.7";"85";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.1";"";"";"";"";"";"";
"21.03.2019 20:00";"22.1";"761.5";"762.4";"1.7";"85";"Wind blowing from the south-west";"3";"";"";"40%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"19.5";"No precipitation";"6";"";"";"";"";
"21.03.2019 18:00";"23.1";"760.1";"760.9";"0.6";"81";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.7";"";"";"";"";"";"";
"21.03.2019 17:00";"24.4";"759.8";"760.6";"0.4";"70";"Wind blowing from the south-east";"5";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"18.6";"";"";"";"";"";"";
"21.03.2019 15:00";"26.2";"759.5";"760.3";"-0.8";"62";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.3";"";"";"";"";"";"";
"21.03.2019 14:00";"26.1";"759.4";"760.2";"-1.3";"62";"Wind blowing from the south-southeast";"6";"";"";"";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"18.2";"0.2";"6";"";"";"";"";
"21.03.2019 12:00";"27.1";"760.3";"761.1";"-0.9";"62";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.2";"";"";"";"";"";"";
"21.03.2019 11:00";"25.8";"760.7";"761.5";"-0.2";"61";"Wind blowing from the south-east";"2";"";"";"40%.";"No significant weather observed. ";"";"Precipitation";"17.6";"";"";"";"1000-1500";"";"";"";"17.7";"";"";"";"";"";"";
"21.03.2019 09:00";"23.4";"761.2";"761.9";"1.2";"72";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.1";"";"";"";"";"";"";
"21.03.2019 08:00";"21.3";"760.9";"761.7";"1.5";"80";"Wind blowing from the west";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"17.7";"2.0";"24";"";"";"";"";
"21.03.2019 06:00";"17.7";"760.0";"760.7";"0.9";"97";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.2";"";"";"";"";"";"";
"21.03.2019 05:00";"17.7";"759.4";"760.1";"0.0";"97";"Wind blowing from the west-northwest";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"17.2";"";"";"";"";"";"";
"21.03.2019 03:00";"18.1";"759.1";"759.8";"-0.9";"99";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.9";"";"";"";"";"";"";
"21.03.2019 02:00";"17.9";"759.4";"760.1";"-0.6";"99";"Wind blowing from the west";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"17.7";"No precipitation";"6";"";"";"";"";
"21.03.2019 00:00";"18.7";"760.0";"760.7";"0.0";"96";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.0";"";"";"";"";"";"";
"20.03.2019 23:00";"18.8";"760.0";"760.8";"0.2";"98";"Wind blowing from the west";"3";"";"";"";"No significant weather observed. ";"";"";"";"26.3";"";"";"";"";"";"";"18.5";"";"";"";"";"";"";
"20.03.2019 21:00";"20.4";"760.0";"760.8";"1.2";"93";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.2";"";"";"";"";"";"";
"20.03.2019 20:00";"20.7";"759.8";"760.6";"1.3";"93";"Wind blowing from the west-southwest";"2";"";"";"";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"19.5";"0.4";"6";"";"";"";"";
"20.03.2019 18:00";"22.5";"758.8";"759.6";"0.4";"82";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.3";"";"";"";"";"";"";
"20.03.2019 17:00";"23.5";"758.5";"759.3";"0.1";"73";"Wind blowing from the south-east";"4";"";"";"100%.";"No significant weather observed. ";"";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"18.4";"";"";"";"";"";"";
"20.03.2019 15:00";"24.4";"758.4";"759.1";"-0.7";"75";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.7";"";"";"";"";"";"";
"20.03.2019 14:00";"24.7";"758.4";"759.1";"-1.0";"67";"Wind blowing from the east-southeast";"4";"";"";"90  or more, but not 100%";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"18.2";"1.0";"6";"";"";"";"";
"20.03.2019 12:00";"24.0";"759.1";"759.9";"-0.6";"66";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.3";"";"";"";"";"";"";
"20.03.2019 11:00";"25.6";"759.4";"760.1";"0.0";"59";"Wind blowing from the south-southeast";"4";"";"";"20–30%.";"No significant weather observed. ";"";"Precipitation";"15.2";"";"";"";"600-1000";"";"";"";"17.0";"";"";"";"";"";"";
"20.03.2019 09:00";"23.1";"759.7";"760.4";"1.0";"75";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.4";"";"";"";"";"";"";
"20.03.2019 08:00";"20.0";"759.4";"760.2";"1.1";"87";"Wind blowing from the west";"3";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"17.8";"No precipitation";"24";"";"";"";"";
"20.03.2019 06:00";"15.5";"758.7";"759.4";"0.8";"99";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"20.03.2019 05:00";"16.8";"758.3";"759.1";"0.0";"100";"Wind blowing from the west";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"16.8";"";"";"";"";"";"";
"20.03.2019 03:00";"17.2";"757.9";"758.7";"-0.7";"100";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.2";"";"";"";"";"";"";
"20.03.2019 02:00";"17.7";"758.3";"759.1";"-0.6";"100";"Wind blowing from the west";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"17.7";"No precipitation";"6";"";"";"";"";
"20.03.2019 00:00";"18.1";"758.6";"759.4";"-0.8";"99";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.9";"";"";"";"";"";"";
"19.03.2019 23:00";"17.8";"758.9";"759.7";"-0.1";"97";"Wind blowing from the west";"1";"";"";"";"No significant weather observed. ";"";"";"";"26.2";"";"";"";"";"";"";"17.3";"";"";"";"";"";"";
"19.03.2019 21:00";"18.7";"759.4";"760.2";"1.5";"94";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.7";"";"";"";"";"";"";
"19.03.2019 20:00";"19.3";"759.0";"759.7";"1.2";"89";"Wind blowing from the north-northwest";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"17.4";"No precipitation";"6";"";"";"";"";
"19.03.2019 18:00";"21.8";"757.9";"758.6";"0.8";"76";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.4";"";"";"";"";"";"";
"19.03.2019 17:00";"22.8";"757.8";"758.5";"0.9";"73";"Wind blowing from the east-southeast";"3";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"17.7";"";"";"";"";"";"";
"19.03.2019 15:00";"24.1";"757.1";"757.9";"-0.6";"66";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.4";"";"";"";"";"";"";
"19.03.2019 14:00";"25.1";"756.9";"757.6";"-1.3";"62";"Wind blowing from the south-east";"7";"";"";"40%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"17.3";"No precipitation";"6";"";"";"";"";
"19.03.2019 12:00";"25.1";"757.7";"758.5";"-0.9";"62";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.3";"";"";"";"";"";"";
"19.03.2019 11:00";"24.2";"758.2";"759.0";"-0.2";"64";"Wind blowing from the south-west";"3";"";"";"20–30%.";"No significant weather observed. ";"";"";"18.1";"";"";"";"600-1000";"";"";"";"17.0";"";"";"";"";"";"";
"19.03.2019 09:00";"21.8";"758.6";"759.4";"0.9";"73";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.7";"";"";"";"";"";"";
"19.03.2019 08:00";"19.6";"758.4";"759.1";"1.2";"82";"Wind blowing from the west-southwest";"3";"";"";"";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"16.4";"4.0";"24";"";"";"";"";
"19.03.2019 06:00";"18.2";"757.7";"758.5";"0.7";"92";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"";"";"";"";"";"";
"19.03.2019 05:00";"18.3";"757.2";"757.9";"-0.1";"98";"Wind blowing from the west";"2";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"18.0";"";"";"";"";"";"";
"19.03.2019 03:00";"18.7";"757.0";"757.7";"-1.2";"98";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.4";"";"";"";"";"";"";
"19.03.2019 02:00";"18.7";"757.3";"758.0";"-1.3";"100";"Wind blowing from the south-southwest";"2";"";"";"100%.";"Rain (not freezing). ";"";"";"";"";"";"";"2000-2500";"";"";"";"18.7";"No precipitation";"6";"";"";"";"";
"19.03.2019 00:00";"18.4";"758.2";"758.9";"-1.1";"98";"Wind blowing from the west-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.1";"";"";"";"";"";"";
"18.03.2019 23:00";"18.2";"758.6";"759.4";"-0.4";"99";"Calm, no wind";"0";"";"";"100%.";"No significant weather observed. ";"";"";"";"27.5";"";"";"2000-2500";"";"";"";"18.0";"";"";"";"";"";"";
"18.03.2019 21:00";"18.5";"759.3";"760.0";"1.2";"97";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.0";"";"";"";"";"";"";
"18.03.2019 20:00";"18.6";"759.0";"759.7";"2.0";"97";"Wind blowing from the west-southwest";"3";"";"";"100%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"18.1";"4.0";"6";"";"";"";"";
"18.03.2019 18:00";"19.5";"758.1";"758.8";"1.4";"89";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.6";"";"";"";"";"";"";
"18.03.2019 17:00";"23.0";"757.0";"757.8";"-0.2";"69";"Wind blowing from the east";"4";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"17.0";"";"";"";"";"";"";
"18.03.2019 15:00";"24.7";"756.7";"757.5";"-1.6";"60";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.4";"";"";"";"";"";"";
"18.03.2019 14:00";"26.4";"757.2";"757.9";"-1.3";"51";"Wind blowing from the east";"4";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"15.4";"No precipitation";"6";"";"";"";"";
"18.03.2019 12:00";"25.6";"758.3";"759.1";"-1.1";"59";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.0";"";"";"";"";"";"";
"18.03.2019 11:00";"24.8";"758.5";"759.3";"-1.0";"60";"Wind blowing from the east-southeast";"1";"";"";"";"No significant weather observed. ";"";"";"16.0";"";"";"";"";"";"";"";"16.5";"";"";"";"";"";"";
"18.03.2019 09:00";"21.5";"759.4";"760.1";"0.5";"78";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.5";"";"";"";"";"";"";
"18.03.2019 08:00";"20.1";"759.5";"760.3";"1.2";"87";"Wind blowing from the west";"3";"";"";"20–30%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"17.9";"2.0";"24";"";"";"";"";
"18.03.2019 06:00";"17.6";"758.9";"759.7";"0.6";"100";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.6";"";"";"";"";"";"";
"18.03.2019 05:00";"17.0";"758.3";"759.1";"-0.6";"100";"Wind blowing from the south";"2";"";"";"50%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"";"17.0";"";"";"";"";"";"";
"18.03.2019 03:00";"16.3";"758.3";"759.1";"-1.1";"100";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.3";"";"";"";"";"";"";
"18.03.2019 02:00";"17.9";"758.9";"759.7";"-0.6";"100";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"17.9";"No precipitation";"6";"";"";"";"";
"18.03.2019 00:00";"18.1";"759.4";"760.1";"-0.6";"100";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.1";"";"";"";"";"";"";
"17.03.2019 23:00";"18.2";"759.5";"760.3";"-0.2";"100";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"26.6";"";"";"300-600";"";"";"0.5";"18.2";"";"";"";"";"";"";
"17.03.2019 21:00";"19.5";"760.0";"760.8";"0.9";"99";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.3";"";"";"";"";"";"";
"17.03.2019 20:00";"19.8";"759.7";"760.5";"0.4";"96";"Calm, no wind";"0";"";"";"100%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"19.1";"1.0";"6";"";"";"";"";
"17.03.2019 18:00";"20.5";"759.1";"759.8";"0.5";"93";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.3";"";"";"";"";"";"";
"17.03.2019 17:00";"20.9";"759.3";"760.0";"0.5";"88";"Wind blowing from the north-east";"3";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"";"18.8";"";"";"";"";"";"";
"17.03.2019 15:00";"23.7";"758.6";"759.4";"-1.1";"62";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"17.03.2019 14:00";"25.2";"758.8";"759.5";"-1.3";"59";"Wind blowing from the east";"5";"";"";"100%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"16.6";"0.2";"6";"";"";"";"";
"17.03.2019 12:00";"24.3";"759.7";"760.5";"-1.2";"63";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.8";"";"";"";"";"";"";
"17.03.2019 11:00";"22.7";"760.1";"760.9";"-0.4";"69";"Wind blowing from the west-northwest";"2";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"17.6";"";"";"";"2500 or more, or no clouds.";"";"";"";"16.7";"";"";"";"";"";"";
"17.03.2019 09:00";"20.5";"760.9";"761.6";"0.9";"81";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.1";"";"";"";"";"";"";
"17.03.2019 08:00";"19.6";"760.5";"761.2";"0.6";"85";"Wind blowing from the south-west";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"17.0";"0.4";"24";"";"";"";"";
"17.03.2019 06:00";"18.0";"760.0";"760.7";"0.3";"93";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"";"";"";"";"";"";
"17.03.2019 05:00";"18.1";"759.9";"760.6";"-0.1";"91";"Wind blowing from the west-northwest";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"16.6";"";"";"";"";"";"";
"17.03.2019 03:00";"18.6";"759.7";"760.5";"-1.4";"87";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.4";"";"";"";"";"";"";
"17.03.2019 02:00";"18.9";"760.0";"760.7";"-1.5";"87";"Wind blowing from the west-northwest";"4";"";"";"100%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"1500-2000";"";"";"";"16.7";"0.4";"6";"";"";"";"";
"17.03.2019 00:00";"19.2";"761.1";"761.8";"-1.0";"88";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.2";"";"";"";"";"";"";
"16.03.2019 23:00";"19.3";"761.5";"762.4";"-0.6";"88";"Wind blowing from the west";"2";"";"";"100%.";"No significant weather observed. ";"";"Precipitation";"";"22.6";"";"";"600-1000";"";"";"";"17.3";"";"";"";"";"";"";
"16.03.2019 21:00";"20.0";"762.1";"762.9";"0.4";"85";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.4";"";"";"";"";"";"";
"16.03.2019 20:00";"19.8";"762.1";"763.0";"1.2";"86";"Wind blowing from the west-southwest";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"300-600";"";"";"";"17.4";"No precipitation";"6";"";"";"";"";
