# Weather station Morwell (airport), Australia, WMO_ID=94891,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94891&lang=en
#
"Local time in Morwell (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.02.2019 06:00";"20.3";"752.7";"757.6";"0.2";"94";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.3";"";"";"";"";"";"";
"07.02.2019 05:00";"20.1";"752.2";"757.1";"-0.3";"93";"Wind blowing from the west-southwest";"2";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.5";"18.9";"";"";"";"";"";"";
"07.02.2019 03:00";"20.7";"752.5";"757.4";"-0.6";"92";"Wind blowing from the west-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.4";"";"";"";"";"";"";
"07.02.2019 02:00";"21.0";"752.5";"757.4";"-1.7";"92";"Calm, no wind";"0";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"19.7";"3.0";"6";"";"";"";"";
"07.02.2019 00:00";"21.5";"753.1";"758.0";"-0.2";"88";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.4";"";"";"";"";"";"";
"06.02.2019 23:00";"21.7";"754.2";"759.1";"0.1";"88";"Wind blowing from the west";"4";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"28.0";"";"";"2500 or more, or no clouds.";"";"";"";"19.6";"";"";"";"";"";"";
"06.02.2019 21:00";"21.4";"753.3";"758.2";"-0.1";"89";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.5";"";"";"";"";"";"";
"06.02.2019 20:00";"22.8";"754.1";"759.1";"0.7";"80";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"19.2";"No precipitation";"6";"";"";"";"";
"06.02.2019 18:00";"25.5";"753.4";"758.4";"-0.3";"66";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.7";"";"";"";"";"";"";
"06.02.2019 17:00";"26.3";"753.4";"758.4";"-1.2";"63";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.7";"";"";"";"";"";"";
"06.02.2019 15:00";"26.4";"753.7";"758.7";"-2.4";"63";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.8";"";"";"";"";"";"";
"06.02.2019 14:00";"26.0";"754.6";"759.5";"-2.1";"65";"Wind blowing from the east";"5";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"18.9";"No precipitation";"6";"";"";"";"";
"06.02.2019 12:00";"22.3";"756.1";"761.0";"-1.3";"85";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.7";"";"";"";"";"";"";
"06.02.2019 11:00";"21.6";"756.7";"761.7";"-0.8";"93";"Wind blowing from the east-northeast";"4";"";"";"100%.";" ";"";"";"18.6";"";"";"";"100-200";"";"";"";"20.4";"";"";"";"";"";"";
"06.02.2019 09:00";"19.9";"757.4";"762.4";"0.1";"95";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.1";"";"";"";"";"";"";
"06.02.2019 08:00";"19.4";"757.5";"762.4";"0.4";"95";"Wind blowing from the east";"4";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"100-200";"";"";"2.5";"18.6";"4.0";"24";"";"";"";"";
"06.02.2019 06:00";"18.8";"757.3";"762.3";"0.5";"94";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.8";"";"";"";"";"";"";
"06.02.2019 05:00";"18.7";"757.1";"762.1";"0.1";"92";"Wind blowing from the east-northeast";"4";"";"";"100%.";" ";"";"";"";"";"";"";"100-200";"";"";"2.0";"17.4";"";"";"";"";"";"";
"06.02.2019 03:00";"18.9";"756.8";"761.8";"-0.6";"91";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.4";"";"";"";"";"";"";
"06.02.2019 02:00";"18.7";"757.0";"761.9";"-0.8";"93";"Wind blowing from the east-northeast";"6";"";"";"100%.";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"200-300";"";"";"8.0";"17.5";"2.0";"6";"";"";"";"";
"06.02.2019 00:00";"18.8";"757.4";"762.4";"-0.4";"94";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.8";"";"";"";"";"";"";
"05.02.2019 23:00";"19.1";"757.8";"762.7";"0.4";"94";"Wind blowing from the east";"6";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"21.5";"";"";"100-200";"";"";"2.5";"18.1";"";"";"";"";"";"";
"05.02.2019 21:00";"19.1";"757.8";"762.7";"0.6";"94";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.1";"";"";"";"";"";"";
"05.02.2019 20:00";"19.2";"757.4";"762.4";"0.1";"93";"Wind blowing from the east";"5";"";"";"90  or more, but not 100%";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"100-200";"";"";"2.0";"18.0";"0.6";"6";"";"";"";"";
"05.02.2019 18:00";"19.7";"757.2";"762.1";"-0.2";"92";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.4";"";"";"";"";"";"";
"05.02.2019 17:00";"20.0";"757.3";"762.2";"-0.4";"90";"Wind blowing from the east";"5";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"3.5";"18.3";"";"";"";"";"";"";
"05.02.2019 15:00";"20.7";"757.4";"762.4";"-0.8";"85";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.1";"";"";"";"";"";"";
"05.02.2019 14:00";"20.5";"757.7";"762.7";"-0.7";"89";"Wind blowing from the east";"6";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"200-300";"";"";"5.0";"18.6";"0.6";"6";"";"";"";"";
"05.02.2019 12:00";"21.3";"758.2";"763.2";"-0.4";"82";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.1";"";"";"";"";"";"";
"05.02.2019 11:00";"19.5";"758.4";"763.3";"-0.1";"90";"Wind blowing from the east-northeast";"4";"";"";"100%.";" ";"";"";"16.7";"";"";"";"100-200";"";"";"4.5";"17.8";"";"";"";"";"";"";
"05.02.2019 09:00";"18.1";"758.6";"763.6";"0.8";"88";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"";"";"";"";"";"";
"05.02.2019 08:00";"17.9";"758.5";"763.5";"1.2";"88";"Wind blowing from the east-northeast";"3";"";"";"100%.";" ";"";"";"";"";"";"";"100-200";"";"";"";"15.9";"No precipitation";"24";"";"";"";"";
"05.02.2019 06:00";"17.2";"757.8";"762.7";"0.5";"77";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"05.02.2019 05:00";"17.1";"757.3";"762.2";"-0.3";"77";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"13.0";"";"";"";"";"";"";
"05.02.2019 03:00";"17.0";"757.3";"762.3";"-1.2";"79";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"05.02.2019 02:00";"16.9";"757.6";"762.6";"-0.7";"80";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"13.4";"No precipitation";"6";"";"";"";"";
"05.02.2019 00:00";"17.1";"758.5";"763.4";"0.1";"79";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"04.02.2019 23:00";"17.5";"758.3";"763.3";"0.7";"79";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"28.0";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"04.02.2019 21:00";"19.5";"758.4";"763.3";"2.2";"73";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"04.02.2019 20:00";"20.5";"757.6";"762.5";"1.9";"70";"Wind blowing from the west-southwest";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"14.8";"No precipitation";"6";"";"";"";"";
"04.02.2019 18:00";"21.9";"756.2";"761.2";"0.7";"65";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"";"";"";"";"";"";
"04.02.2019 17:00";"22.6";"755.7";"760.6";"0.3";"65";"Wind blowing from the west-southwest";"7";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"6.0";"15.7";"";"";"";"";"";"";
"04.02.2019 15:00";"24.8";"755.5";"760.4";"0.2";"53";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"04.02.2019 14:00";"25.5";"755.4";"760.3";"-0.3";"50";"Wind blowing from the south-west";"7";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"14.3";"No precipitation";"6";"";"";"";"";
"04.02.2019 12:00";"27.1";"755.3";"760.3";"0.1";"39";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"04.02.2019 11:00";"25.9";"755.7";"760.6";"0.8";"47";"Wind blowing from the west";"6";"";"";"90  or more, but not 100%";" ";"";"";"17.5";"";"";"";"600-1000";"";"";"3.0";"13.7";"";"";"";"";"";"";
"04.02.2019 09:00";"22.4";"755.2";"760.2";"1.3";"65";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"04.02.2019 08:00";"20.5";"754.9";"759.9";"1.6";"73";"Wind blowing from the west";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.5";"1.0";"24";"";"";"";"";
"04.02.2019 06:00";"18.0";"753.9";"758.8";"1.4";"74";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"04.02.2019 05:00";"18.2";"753.3";"758.2";"0.8";"72";"Wind blowing from the south-west";"4";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"13.1";"";"";"";"";"";"";
"04.02.2019 03:00";"19.5";"752.5";"757.4";"-1.2";"90";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.8";"";"";"";"";"";"";
"04.02.2019 02:00";"19.4";"752.5";"757.5";"-1.2";"87";"Wind blowing from the north-northeast";"1";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"17.2";"0.2";"6";"";"";"";"";
"04.02.2019 00:00";"20.9";"753.7";"758.7";"-0.3";"83";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.9";"";"";"";"";"";"";
"03.02.2019 23:00";"20.6";"753.7";"758.7";"1.2";"85";"Wind blowing from the north";"3";"";"";"10%  or less, but not 0";" ";"";"Precipitation";"";"39.6";"";"";"2500 or more, or no clouds.";"";"";"";"18.0";"";"";"";"";"";"";
"03.02.2019 21:00";"22.2";"754.0";"758.9";"3.0";"79";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.4";"";"";"";"";"";"";
"03.02.2019 20:00";"21.9";"752.5";"757.4";"2.4";"75";"Wind blowing from the north-east";"7";"";"";"90  or more, but not 100%";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"9.0";"17.3";"0.8";"6";"";"";"";"";
"03.02.2019 18:00";"24.7";"751.0";"756.0";"1.5";"62";"Wind blowing from the north-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"";"";"";"";"";"";
"03.02.2019 17:00";"28.1";"750.1";"755.0";"-0.1";"50";"Wind blowing from the north-east";"9";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"16.7";"";"";"";"";"";"";
"03.02.2019 15:00";"39.2";"749.5";"754.4";"-1.5";"20";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"03.02.2019 14:00";"38.3";"750.2";"755.1";"-1.1";"24";"Wind blowing from the west";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"14.2";"No precipitation";"6";"";"";"";"";
"03.02.2019 12:00";"38.0";"751.0";"755.9";"-1.0";"24";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"03.02.2019 11:00";"36.6";"751.3";"756.3";"-1.1";"27";"Wind blowing from the west";"8";"";"";"";" ";"";"";"18.9";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"03.02.2019 09:00";"30.7";"752.0";"757.0";"-0.3";"45";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.4";"";"";"";"";"";"";
"03.02.2019 08:00";"25.7";"752.4";"757.3";"0.5";"62";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.9";"No precipitation";"24";"";"";"";"";
"03.02.2019 06:00";"19.1";"752.3";"757.3";"0.7";"85";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.5";"";"";"";"";"";"";
"03.02.2019 05:00";"19.6";"751.9";"756.9";"0.2";"83";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.6";"";"";"";"";"";"";
"03.02.2019 03:00";"21.4";"751.6";"756.6";"-0.8";"75";"Wind blowing from the east-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.8";"";"";"";"";"";"";
"03.02.2019 02:00";"21.7";"751.7";"756.7";"-0.8";"75";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.1";"No precipitation";"6";"";"";"";"";
"03.02.2019 00:00";"23.8";"752.4";"757.3";"-0.7";"63";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.3";"";"";"";"";"";"";
"02.02.2019 23:00";"23.4";"752.5";"757.4";"-0.4";"63";"Wind blowing from the north-east";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"";"16.0";"";"";"";"";"";"";
"02.02.2019 21:00";"25.8";"753.1";"758.0";"0.7";"52";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"02.02.2019 20:00";"27.0";"752.9";"757.9";"0.6";"46";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"No precipitation";"6";"";"";"";"";
"02.02.2019 18:00";"30.2";"752.4";"757.3";"-0.6";"37";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"02.02.2019 17:00";"32.1";"752.3";"757.3";"-1.1";"34";"Wind blowing from the east-southeast";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"14.3";"";"";"";"";"";"";
"02.02.2019 15:00";"34.0";"753.0";"757.9";"-1.8";"31";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"02.02.2019 14:00";"32.8";"753.4";"758.4";"-2.4";"32";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"13.9";"No precipitation";"6";"";"";"";"";
"02.02.2019 12:00";"30.2";"754.8";"759.7";"-2.1";"36";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"02.02.2019 11:00";"27.3";"755.8";"760.7";"-1.5";"41";"Wind blowing from the north-east";"2";"";"";"100%.";" ";"";"";"15.0";"";"";"";"1000-1500";"";"";"";"12.9";"";"";"";"";"";"";
"02.02.2019 09:00";"21.9";"756.9";"761.8";"0.1";"60";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"02.02.2019 08:00";"18.9";"757.3";"762.2";"0.5";"72";"Wind blowing from the east-northeast";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"13.7";"No precipitation";"24";"";"";"";"";
"02.02.2019 06:00";"15.7";"756.8";"761.8";"-0.2";"85";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"02.02.2019 05:00";"15.3";"756.8";"761.8";"-0.5";"76";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"02.02.2019 03:00";"16.4";"757.0";"761.9";"-1.1";"86";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"02.02.2019 02:00";"15.6";"757.3";"762.2";"-1.4";"89";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"No precipitation";"6";"";"";"";"";
"02.02.2019 00:00";"17.6";"758.1";"763.0";"-1.5";"79";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"01.02.2019 23:00";"18.1";"758.7";"763.6";"-0.6";"77";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"25.3";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"01.02.2019 21:00";"18.3";"759.6";"764.5";"0.6";"70";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"01.02.2019 20:00";"19.0";"759.3";"764.2";"0.1";"63";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"No precipitation";"6";"";"";"";"";
"01.02.2019 18:00";"21.5";"759.0";"763.9";"-0.7";"45";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"01.02.2019 17:00";"23.1";"759.2";"764.2";"-0.7";"37";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"01.02.2019 15:00";"23.8";"759.7";"764.6";"-1.5";"31";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"01.02.2019 14:00";"24.2";"759.9";"764.8";"-2.0";"29";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"No precipitation";"6";"";"";"";"";
"01.02.2019 12:00";"22.4";"761.2";"766.1";"-1.2";"35";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"01.02.2019 11:00";"20.7";"761.9";"766.9";"-0.7";"36";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"6.0";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"01.02.2019 09:00";"17.3";"762.4";"767.4";"0.4";"47";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"01.02.2019 08:00";"13.8";"762.6";"767.6";"1.0";"65";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"No precipitation";"24";"";"";"";"";
"01.02.2019 06:00";"6.1";"762.0";"767.0";"0.5";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"01.02.2019 05:00";"6.3";"761.6";"766.6";"0.0";"90";"Wind blowing from the north-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"01.02.2019 03:00";"7.9";"761.5";"766.5";"0.0";"86";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"01.02.2019 02:00";"8.3";"761.6";"766.6";"0.1";"85";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"No precipitation";"6";"";"";"";"";
"01.02.2019 00:00";"10.4";"761.5";"766.5";"0.6";"76";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"31.01.2019 23:00";"10.9";"761.5";"766.4";"1.5";"73";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"24.0";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"31.01.2019 21:00";"14.3";"760.9";"765.8";"2.8";"57";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"31.01.2019 20:00";"15.6";"760.0";"765.0";"2.5";"54";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"No precipitation";"6";"";"";"";"";
"31.01.2019 18:00";"18.8";"758.1";"763.0";"1.7";"45";"Wind blowing from the south-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"31.01.2019 17:00";"19.7";"757.5";"762.4";"1.3";"44";"Wind blowing from the south-southwest";"7";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"7.1";"";"";"";"";"";"";
"31.01.2019 15:00";"21.7";"756.4";"761.3";"1.5";"40";"Wind blowing from the south-west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"31.01.2019 14:00";"20.5";"756.2";"761.2";"1.6";"48";"Wind blowing from the south-west";"11";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"9.1";"No precipitation";"6";"";"";"";"";
"31.01.2019 12:00";"21.7";"754.9";"759.8";"1.2";"40";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"31.01.2019 11:00";"20.0";"754.6";"759.5";"1.6";"48";"Wind blowing from the south-west";"9";"";"";"100%.";" ";"";"";"16.2";"";"";"";"1000-1500";"";"";"";"8.7";"";"";"";"";"";"";
"31.01.2019 09:00";"16.8";"753.7";"758.7";"2.9";"80";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"31.01.2019 08:00";"17.4";"753.0";"757.9";"3.2";"74";"Wind blowing from the south-west";"8";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"12.7";"13.0";"24";"";"";"";"";
"31.01.2019 06:00";"17.2";"750.8";"755.8";"2.3";"85";"Wind blowing from the south-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"31.01.2019 05:00";"18.7";"749.8";"754.7";"2.5";"82";"Wind blowing from the west";"7";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"9.0";"15.6";"";"";"";"";"";"";
"31.01.2019 03:00";"20.0";"748.5";"753.4";"1.7";"81";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.6";"";"";"";"";"";"";
"31.01.2019 02:00";"21.2";"747.3";"752.2";"-0.1";"82";"Wind blowing from the west";"6";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"18.0";"13.0";"6";"";"";"";"";
"31.01.2019 00:00";"20.5";"746.8";"751.7";"-0.1";"85";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.9";"";"";"";"";"";"";
"30.01.2019 23:00";"20.9";"747.4";"752.3";"1.3";"86";"Wind blowing from the west-northwest";"8";"";"";"100%.";"Precipitation, heavy. ";"";"Precipitation";"";"35.9";"";"";"600-1000";"";"";"3.0";"18.5";"";"";"";"";"";"";
"30.01.2019 21:00";"23.9";"746.9";"751.8";"0.7";"70";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.1";"";"";"";"";"";"";
